1,M1,AC1000,06/09/13,08:43:51 AM,68,8
1,M1,AC1000,06/11/13,10:43:51 AM,67,7
1,M1,AC1000,06/10/13,08:13:20 PM,68,6
1,M1,AC1000,06/06/13,04:13:20 PM,65,7
1,M1,AC1000,06/11/13,05:45:56 PM,70,7
1,M1,AC1000,06/22/13,03:33:07 PM,69,6
1,M1,AC1000,06/14/13,01:13:20 AM,70,6
1,M1,AC1000,06/02/13,09:13:19 AM,70,5
1,M1,AC1000,06/11/13,02:00:01 PM,68,6
1,M1,AC1000,06/06/13,05:13:19 PM,69,5
1,M1,AC1000,06/19/13,12:13:20 PM,65,6
1,M1,AC1000,06/20/13,09:00:01 PM,67,7
1,M1,AC1000,06/28/13,03:43:51 PM,65,6
1,M1,AC1000,06/23/13,02:13:19 AM,70,7
1,M1,AC1000,06/09/13,02:13:20 AM,67,7
1,M1,AC1000,06/07/13,05:13:19 AM,68,6
1,M1,AC1000,06/17/13,02:13:19 PM,70,5
1,M1,AC1000,06/27/13,08:13:20 PM,69,6
1,M1,AC1000,06/21/13,02:13:20 PM,65,5
1,M1,AC1000,06/25/13,04:13:19 AM,67,7
1,M1,AC1000,06/10/13,06:00:01 PM,70,7
1,M1,AC1000,06/21/13,01:33:07 PM,70,6
1,M1,AC1000,06/20/13,12:33:07 PM,68,5
1,M1,AC1000,06/15/13,10:13:19 PM,66,6
1,M1,AC1000,06/09/13,02:00:01 PM,70,6
1,M1,AC1000,06/12/13,05:00:01 PM,68,8
1,M1,AC1000,06/14/13,07:00:01 PM,69,7
1,M1,AC1000,06/24/13,09:43:51 AM,66,7
1,M1,AC1000,06/05/13,10:13:20 AM,67,6
1,M1,AC1000,06/15/13,01:13:20 AM,68,5
1,M1,AC1000,06/02/13,01:13:19 PM,65,6
1,M1,AC1000,06/25/13,10:43:51 AM,70,7
1,M1,AC1000,06/26/13,11:43:51 AM,66,6
1,M1,AC1000,06/12/13,05:13:20 PM,65,6
1,M1,AC1000,06/19/13,12:33:07 AM,70,7
1,M1,AC1000,06/26/13,02:43:51 AM,67,5
1,M1,AC1000,06/22/13,03:33:07 AM,70,6
1,M1,AC1000,06/14/13,07:13:19 AM,70,6
1,M1,AC1000,06/09/13,08:43:51 PM,66,5
1,M1,AC1000,06/20/13,01:13:19 AM,66,6
1,M1,AC1000,06/11/13,04:45:56 AM,65,7
1,M1,AC1000,06/27/13,08:13:20 PM,67,7
1,M1,AC1000,06/02/13,01:33:07 AM,68,5
1,M1,AC1000,06/23/13,02:45:56 AM,67,5
1,M1,AC1000,06/08/13,10:33:07 AM,67,7
1,M1,AC1000,06/02/13,06:13:20 PM,65,6
1,M1,AC1000,06/19/13,01:00:01 PM,67,7
1,M1,AC1000,06/01/13,03:33:07 AM,67,6
1,M1,AC1000,06/17/13,04:13:20 AM,68,6
1,M1,AC1000,06/27/13,08:13:19 PM,69,6
1,M1,AC1000,06/06/13,09:00:01 PM,70,6
1,M1,AC1000,06/26/13,06:00:01 AM,66,5
1,M1,AC1000,06/05/13,08:00:01 PM,67,7
1,M1,AC1000,06/16/13,12:13:20 PM,67,5
1,M1,AC1000,06/24/13,06:00:01 PM,69,7
1,M1,AC1000,06/10/13,01:43:51 PM,68,7
1,M1,AC1000,06/26/13,01:45:56 AM,69,7
1,M1,AC1000,06/14/13,12:13:19 AM,65,6
1,M1,AC1000,06/19/13,05:13:20 AM,67,6
1,M1,AC1000,06/13/13,03:13:19 PM,66,5
1,M1,AC1000,06/16/13,01:00:01 AM,68,6
1,M1,AC1000,06/02/13,10:43:51 AM,67,5
1,M1,AC1000,06/08/13,05:33:07 PM,70,7
1,M1,AC1000,06/06/13,07:00:01 AM,68,6
1,M1,AC1000,06/13/13,11:43:51 PM,67,7
1,M1,AC1000,06/21/13,04:33:07 PM,68,7
1,M1,AC1000,06/24/13,08:13:20 AM,68,6
1,M1,AC1000,06/21/13,07:13:19 AM,67,5
1,M1,AC1000,06/28/13,12:13:20 PM,65,7
1,M1,AC1000,06/24/13,02:45:56 PM,65,7
1,M1,AC1000,06/07/13,05:43:51 PM,66,6
1,M1,AC1000,06/01/13,03:13:20 PM,66,7
1,M1,AC1000,06/30/13,05:45:56 AM,67,5
1,M1,AC1000,06/18/13,01:45:56 AM,69,7
1,M1,AC1000,06/27/13,05:33:07 PM,69,6
1,M1,AC1000,06/25/13,12:13:20 PM,69,6
1,M1,AC1000,06/21/13,11:43:51 AM,65,6
1,M1,AC1000,06/30/13,10:43:51 AM,68,5
1,M1,AC1000,06/23/13,07:00:01 PM,68,7
1,M1,AC1000,06/28/13,01:13:20 AM,68,7
1,M1,AC1000,06/29/13,01:13:19 AM,69,6
1,M1,AC1000,06/18/13,03:43:51 PM,70,7
1,M1,AC1000,06/13/13,03:43:51 AM,66,5
1,M1,AC1000,06/27/13,05:43:51 AM,68,7
1,M1,AC1000,06/29/13,07:43:51 AM,70,7
1,M1,AC1000,06/11/13,09:13:20 AM,66,5
1,M1,AC1000,06/09/13,05:43:51 PM,66,6
1,M1,AC1000,06/04/13,09:13:20 AM,68,6
1,M1,AC1000,06/13/13,06:13:20 PM,70,6
1,M1,AC1000,06/27/13,03:33:07 PM,70,6
1,M1,AC1000,06/22/13,03:33:07 AM,68,6
1,M1,AC1000,06/16/13,08:13:19 PM,67,5
1,M1,AC1000,06/01/13,07:33:07 PM,68,7
